question_id,exercise_id,exercise_name,exercise_start_at_iso,exercise_end_at_iso,exercise_duration_seconds,module_start_at_iso,module_end_at_iso,module,category,item,item_image_filename,difficulty_label,question_type,presented_at_iso,response_at_iso,response_time_seconds,user_answer,correct_answer,correct,correct_before_cue,cue_given,cue_type,cue_stage,cue_sequence_number,cue_wait_seconds,hint_count,session_id,user_id,therapist_assigned_level,device_type,created_at_iso
Q_00062,EX_COM_BOD_H_057,Comprehension: Body Parts Hard #1,2024-12-09T10:24:32,2024-12-09T10:40:03.420000,931.42,2024-12-09T10:24:30,2024-12-09T10:40:03.420000,comprehension,body_parts,toe,body_parts/toe.png,hard,yes_no_question,2024-12-09T10:39:50,2024-12-09T10:40:03.420000,13.42,toe,toe,1,1,0,,0,0,,0,SESS_USER_021_001,USER_021,2,mobile,2024-12-09T10:40:05.065775
Q_00063,EX_WRI_CLO_E_058,Writing: Clothing Easy #1,2024-02-15T13:47:05,2024-02-15T14:02:39.120000,934.12,2024-02-15T13:47:00,2024-02-15T14:02:39.120000,writing,clothing,shoe,clothing/shoe.png,easy,word_completion,2024-02-15T14:02:35,2024-02-15T14:02:39.120000,4.12,vest,shoe,0,0,0,,0,0,,0,SESS_USER_030_001,USER_030,4,mobile,2024-02-15T14:02:40.469555
Q_00064,EX_COM_FOO_H_034,Comprehension: Food Hard #2,2024-09-17T10:11:36,2024-09-17T10:27:29.320000,953.32,2024-09-17T10:11:30,2024-09-17T10:27:29.320000,comprehension,food,potato,food/potato.png,hard,yes_no_question,2024-09-17T10:27:22,2024-09-17T10:27:29.320000,7.32,rice,potato,0,0,0,,0,0,,0,SESS_USER_004_001,USER_004,2,web,2024-09-17T10:27:29.927407
Q_00065,EX_WRI_ANI_E_059,Writing: Animals Easy #3,2024-04-12T19:51:00,2024-04-12T20:07:13.030000,973.03,2024-04-12T19:51:00,2024-04-12T20:07:13.030000,writing,animals,zebra,animals/zebra.png,easy,fill_in_blank,2024-04-12T20:07:00,2024-04-12T20:07:13.030000,13.03,zebra,zebra,1,1,0,,0,0,,0,SESS_USER_045_001,USER_045,4,mobile,2024-04-12T20:07:14.179278
Q_00066,EX_COM_BOD_H_060,Comprehension: Body Parts Hard #2,2024-10-05T12:13:31,2024-10-05T12:30:24.850000,1013.85,2024-10-05T12:09:30,2024-10-05T12:30:24.850000,comprehension,body_parts,head,body_parts/head.png,hard,yes_no_question,2024-10-05T12:29:51,2024-10-05T12:30:24.850000,33.85,head,head,1,1,0,,0,0,,0,SESS_USER_008_001,USER_008,5,mobile,2024-10-05T12:30:25.469507
Q_00067,EX_WRI_CLO_E_061,Writing: Clothing Easy #1,2024-05-04T16:08:02,2024-05-04T16:24:40.660000,998.66,2024-05-04T16:08:00,2024-05-04T16:24:40.660000,writing,clothing,skirt,clothing/skirt.png,easy,fill_in_blank,2024-05-04T16:24:33,2024-05-04T16:24:40.660000,7.66,skirt,skirt,1,1,0,,0,0,,0,SESS_USER_031_001,USER_031,3,mobile,2024-05-04T16:24:42.401651
Q_00068,EX_COM_FOO_H_027,Comprehension: Food Hard #1,2024-12-06T14:56:32,2024-12-06T15:13:46.390000,1034.39,2024-12-06T14:56:30,2024-12-06T15:13:46.390000,comprehension,food,cake,food/cake.png,hard,category_sorting,2024-12-06T15:13:19,2024-12-06T15:13:46.390000,27.39,cake,cake,1,1,0,,0,0,,0,SESS_USER_027_001,USER_027,3,mobile,2024-12-06T15:13:48.081204
Q_00069,EX_WRI_ANI_E_062,Writing: Animals Easy #3,2024-11-25T14:42:02,2024-11-25T14:59:15.940000,1033.94,2024-11-25T14:27:00,2024-11-25T14:59:15.940000,writing,animals,chicken,animals/chicken.png,easy,word_completion,2024-11-25T14:59:06,2024-11-25T14:59:15.940000,9.94,chicken,chicken,1,1,0,,0,0,,0,SESS_USER_043_002,USER_043,3,mobile,2024-11-25T14:59:16.756699
Q_00070,EX_COM_BOD_H_006,Comprehension: Body Parts Hard #3,2024-04-12T19:21:36,2024-04-12T19:39:03.190000,1047.19,2024-04-12T19:53:30,2024-04-12T19:39:03.190000,comprehension,body_parts,elbow,body_parts/elbow.png,hard,sentence_matching,2024-04-12T19:38:53,2024-04-12T19:39:03.190000,10.19,elbow,elbow,1,1,0,,0,0,,0,SESS_USER_045_001,USER_045,4,mobile,2024-04-12T19:39:04.704940
Q_00071,EX_WRI_CLO_E_063,Writing: Clothing Easy #3,2024-09-10T14:50:10,2024-09-10T15:07:53.940000,1063.94,2024-09-10T14:30:00,2024-09-10T15:07:53.940000,writing,clothing,hat,clothing/hat.png,easy,word_completion,2024-09-10T15:07:44,2024-09-10T15:07:53.940000,9.94,hat,hat,1,1,0,,0,0,,0,SESS_USER_025_001,USER_025,4,web,2024-09-10T15:07:54.670790
Q_00072,EX_COM_FOO_H_064,Comprehension: Food Hard #2,2024-08-14T13:30:37,2024-08-14T13:49:12.290000,1115.29,2024-08-14T13:30:30,2024-08-14T13:49:12.290000,comprehension,food,apple,food/apple.png,hard,sentence_matching,2024-08-14T13:48:27,2024-08-14T13:49:12.290000,45.29,egg,apple,0,0,1,rhyming,1,1,30.82,1,SESS_USER_029_001,USER_029,2,web,2024-08-14T13:49:13.145218
Q_00073,EX_WRI_ANI_E_065,Writing: Animals Easy #2,2024-12-09T10:30:07,2024-12-09T10:48:19.830000,1092.83,2024-12-09T10:30:00,2024-12-09T10:48:19.830000,writing,animals,turtle,animals/turtle.png,easy,pic_to_word,2024-12-09T10:48:12,2024-12-09T10:48:19.830000,7.83,turtle,turtle,1,1,0,,0,0,,0,SESS_USER_021_001,USER_021,2,mobile,2024-12-09T10:48:21.679765
Q_00074,EX_COM_BOD_H_066,Comprehension: Body Parts Hard #2,2024-03-21T15:36:40,2024-03-21T15:55:43.020000,1143.02,2024-03-21T15:36:30,2024-03-21T15:55:43.020000,comprehension,body_parts,leg,body_parts/leg.png,hard,yes_no_question,2024-03-21T15:54:57,2024-03-21T15:55:43.020000,46.02,leg,leg,1,1,1,functional,1,1,22.84,1,SESS_USER_028_001,USER_028,1,web,2024-03-21T15:55:43.801080
Q_00075,EX_WRI_CLO_E_067,Writing: Clothing Easy #4,2024-10-17T09:42:09,2024-10-17T10:00:47.780000,1118.78,2024-10-17T09:25:00,2024-10-17T10:00:47.780000,writing,clothing,sock,clothing/sock.png,easy,fill_in_blank,2024-10-17T10:00:43,2024-10-17T10:00:47.780000,4.78,sock,sock,1,1,1,spelling,5,1,42.57,4,SESS_USER_016_001,USER_016,2,web,2024-10-17T10:00:48.151924
Q_00076,EX_COM_FOO_H_068,Comprehension: Food Hard #2,2024-02-11T15:38:40,2024-02-11T15:57:50.560000,1150.56,2024-02-11T15:20:30,2024-02-11T15:57:50.560000,comprehension,food,apple,food/apple.png,hard,yes_no_question,2024-02-11T15:57:26,2024-02-11T15:57:50.560000,24.56,tomato,apple,0,0,0,,0,0,,0,SESS_USER_017_001,USER_017,5,web,2024-02-11T15:57:50.800338
Q_00077,EX_WRI_ANI_E_069,Writing: Animals Easy #2,2024-04-18T13:20:04,2024-04-18T13:39:19.590000,1155.59,2024-04-18T13:20:00,2024-04-18T13:39:19.590000,writing,animals,chicken,animals/chicken.png,easy,spelling_choice,2024-04-18T13:39:08,2024-04-18T13:39:19.590000,11.59,chicken,chicken,1,1,1,spelling,1,1,18.05,1,SESS_USER_041_001,USER_041,3,web,2024-04-18T13:39:20.252158
Q_00078,EX_COM_BOD_H_070,Comprehension: Body Parts Hard #2,2024-02-16T12:21:40,2024-02-16T12:41:24.580000,1184.58,2024-02-16T12:12:30,2024-02-16T12:41:24.580000,comprehension,body_parts,elbow,body_parts/elbow.png,hard,category_sorting,2024-02-16T12:40:57,2024-02-16T12:41:24.580000,27.58,nose,elbow,0,0,1,modeling,6,1,58.55,5,SESS_USER_002_001,USER_002,1,web,2024-02-16T12:41:26.153908
Q_00079,EX_WRI_CLO_E_071,Writing: Clothing Easy #2,2024-12-25T15:56:03,2024-12-25T16:15:46.450000,1183.45,2024-12-25T15:56:00,2024-12-25T16:15:46.450000,writing,clothing,blouse,clothing/blouse.png,easy,spelling_choice,2024-12-25T16:15:38,2024-12-25T16:15:46.450000,8.45,blouse,blouse,1,1,0,,0,0,,0,SESS_USER_023_001,USER_023,4,mobile,2024-12-25T16:15:47.843625
Q_00080,EX_COM_FOO_H_072,Comprehension: Food Hard #2,2024-05-07T11:51:40,2024-05-07T12:11:31.550000,1191.55,2024-05-07T11:51:30,2024-05-07T12:11:31.550000,comprehension,food,bread,food/bread.png,hard,category_sorting,2024-05-07T12:11:27,2024-05-07T12:11:31.550000,4.55,bread,bread,1,1,0,,0,0,,0,SESS_USER_007_001,USER_007,1,web,2024-05-07T12:11:33.041484
Q_00081,EX_WRI_ANI_E_073,Writing: Animals Easy #2,2024-12-25T22:09:06,2024-12-25T22:29:27.160000,1221.16,2024-12-25T21:57:00,2024-12-25T22:29:27.160000,writing,animals,cow,animals/cow.png,easy,fill_in_blank,2024-12-25T22:29:07,2024-12-25T22:29:27.160000,20.16,cow,cow,1,1,1,written_initial,5,1,32.6,3,SESS_USER_019_001,USER_019,1,web,2024-12-25T22:29:27.748243
Q_00082,EX_COM_BOD_H_074,Comprehension: Body Parts Hard #2,2024-05-04T16:15:34,2024-05-04T16:36:19.020000,1245.02,2024-05-04T16:15:30,2024-05-04T16:36:19.020000,comprehension,body_parts,toe,body_parts/toe.png,hard,word_to_pic,2024-05-04T16:35:53,2024-05-04T16:36:19.020000,26.02,toe,toe,1,1,1,modeling,2,1,52.31,2,SESS_USER_031_001,USER_031,3,mobile,2024-05-04T16:36:19.814973
Q_00083,EX_WRI_CLO_E_075,Writing: Clothing Easy #2,2024-10-20T13:11:01,2024-10-20T13:31:54.420000,1253.42,2024-10-20T12:56:00,2024-10-20T13:31:54.420000,writing,clothing,sweater,clothing/sweater.png,easy,spelling_choice,2024-10-20T13:31:35,2024-10-20T13:31:54.420000,19.42,sweater,sweater,1,1,0,,0,0,,0,SESS_USER_001_001,USER_001,1,web,2024-10-20T13:31:55.243948
Q_00084,EX_COM_FOO_H_076,Comprehension: Food Hard #1,2024-02-25T18:55:37,2024-02-25T19:16:32.990000,1255.99,2024-02-25T18:55:30,2024-02-25T19:16:32.990000,comprehension,food,apple,food/apple.png,hard,category_sorting,2024-02-25T19:16:22,2024-02-25T19:16:32.990000,10.99,apple,apple,1,1,0,,0,0,,0,SESS_USER_024_001,USER_024,2,web,2024-02-25T19:16:34.297267
Q_00085,EX_WRI_ANI_E_059,Writing: Animals Easy #3,2024-04-12T19:51:00,2024-04-12T20:12:13.310000,1273.31,2024-04-12T20:01:00,2024-04-12T20:12:13.310000,writing,animals,duck,animals/duck.png,easy,pic_to_word,2024-04-12T20:12:01,2024-04-12T20:12:13.310000,12.31,bear,duck,0,0,1,written_initial,4,1,11.39,2,SESS_USER_045_001,USER_045,4,mobile,2024-04-12T20:12:14.148427
Q_00086,EX_COM_BOD_H_077,Comprehension: Body Parts Hard #2,2024-02-28T21:34:38,2024-02-28T21:56:07.100000,1289.1,2024-02-28T21:12:30,2024-02-28T21:56:07.100000,comprehension,body_parts,shoulder,body_parts/shoulder.png,hard,sentence_matching,2024-02-28T21:55:56,2024-02-28T21:56:07.100000,11.1,mouth,shoulder,0,0,0,,0,0,,0,SESS_USER_048_001,USER_048,4,web,2024-02-28T21:56:08.369739
Q_00087,EX_WRI_CLO_E_078,Writing: Clothing Easy #2,2024-02-25T18:57:07,2024-02-25T19:19:24.030000,1337.03,2024-02-25T18:57:00,2024-02-25T19:19:24.030000,writing,clothing,coat,clothing/coat.png,easy,spelling_choice,2024-02-25T19:18:39,2024-02-25T19:19:24.030000,45.03,coat,coat,1,1,1,sentence_completion,6,1,24.73,4,SESS_USER_024_001,USER_024,2,web,2024-02-25T19:19:24.490636
Q_00088,EX_COM_FOO_H_079,Comprehension: Food Hard #2,2024-02-15T13:59:33,2024-02-15T14:22:05.850000,1352.85,2024-02-15T13:59:30,2024-02-15T14:22:05.850000,comprehension,food,juice,food/juice.png,hard,word_to_pic,2024-02-15T14:21:22,2024-02-15T14:22:05.850000,43.85,juice,juice,1,1,1,rhyming,7,1,36.05,1,SESS_USER_030_001,USER_030,4,mobile,2024-02-15T14:22:06.343599
Q_00089,EX_WRI_ANI_E_045,Writing: Animals Easy #2,2024-04-24T09:06:03,2024-04-24T09:28:19.740000,1336.74,2024-04-24T09:06:00,2024-04-24T09:28:19.740000,writing,animals,horse,animals/horse.png,easy,pic_to_word,2024-04-24T09:28:03,2024-04-24T09:28:19.740000,16.74,horse,horse,1,0,1,rhyming,5,1,18.79,2,SESS_USER_015_001,USER_015,2,mobile,2024-04-24T09:28:20.090426
Q_00090,EX_COM_BOD_H_080,Comprehension: Body Parts Hard #5,2024-10-17T09:49:30,2024-10-17T10:12:11.490000,1361.49,2024-10-17T09:49:30,2024-10-17T10:12:11.490000,comprehension,body_parts,eye,body_parts/eye.png,hard,category_sorting,2024-10-17T10:11:47,2024-10-17T10:12:11.490000,24.49,leg,eye,0,0,1,sentence_completion,1,1,46.01,1,SESS_USER_016_001,USER_016,2,web,2024-10-17T10:12:12.565152
Q_00091,EX_WRI_CLO_E_081,Writing: Clothing Easy #3,2024-04-24T09:27:00,2024-04-24T09:49:38.480000,1358.48,2024-04-24T09:06:00,2024-04-24T09:49:38.480000,writing,clothing,sandal,clothing/sandal.png,easy,spelling_choice,2024-04-24T09:49:30,2024-04-24T09:49:38.480000,8.48,skirt,sandal,0,0,0,,0,0,,0,SESS_USER_015_001,USER_015,2,mobile,2024-04-24T09:49:40.477315
Q_00092,EX_COM_FOO_H_072,Comprehension: Food Hard #2,2024-05-07T11:51:40,2024-05-07T12:14:52.820000,1392.82,2024-05-07T11:51:30,2024-05-07T12:14:52.820000,comprehension,food,soup,food/soup.png,hard,word_to_pic,2024-05-07T12:14:26,2024-05-07T12:14:52.820000,26.82,soup,soup,1,1,0,,0,0,,0,SESS_USER_007_001,USER_007,1,web,2024-05-07T12:14:53.044796
Q_00093,EX_WRI_ANI_E_069,Writing: Animals Easy #2,2024-04-18T13:20:04,2024-04-18T13:43:12.250000,1388.25,2024-04-18T13:20:00,2024-04-18T13:43:12.250000,writing,animals,tiger,animals/tiger.png,easy,word_completion,2024-04-18T13:43:07,2024-04-18T13:43:12.250000,5.25,tiger,tiger,1,1,0,,0,0,,0,SESS_USER_041_001,USER_041,3,web,2024-04-18T13:43:13.310547
Q_00094,EX_COM_BOD_H_006,Comprehension: Body Parts Hard #3,2024-04-12T19:21:36,2024-04-12T19:45:10.720000,1414.72,2024-04-12T20:05:30,2024-04-12T19:45:10.720000,comprehension,body_parts,chest,body_parts/chest.png,hard,sentence_matching,2024-04-12T19:44:51,2024-04-12T19:45:10.720000,19.72,toe,chest,0,0,1,spelling,3,1,50.51,2,SESS_USER_045_001,USER_045,4,mobile,2024-04-12T19:45:11.413842
Q_00095,EX_WRI_CLO_E_078,Writing: Clothing Easy #2,2024-02-25T18:57:07,2024-02-25T19:20:46.690000,1419.69,2024-02-25T18:57:00,2024-02-25T19:20:46.690000,writing,clothing,boot,clothing/boot.png,easy,pic_to_word,2024-02-25T19:20:38,2024-02-25T19:20:46.690000,8.69,boot,boot,1,1,1,spelling,1,2,45.95,1,SESS_USER_024_001,USER_024,2,web,2024-02-25T19:20:47.847104
Q_00096,EX_COM_FOO_H_082,Comprehension: Food Hard #3,2024-04-27T18:01:40,2024-04-27T18:25:40.220000,1440.22,2024-04-27T17:18:30,2024-04-27T18:25:40.220000,comprehension,food,egg,food/egg.png,hard,yes_no_question,2024-04-27T18:25:29,2024-04-27T18:25:40.220000,11.22,rice,egg,0,0,1,modeling,4,1,52.75,1,SESS_USER_036_001,USER_036,1,mobile,2024-04-27T18:25:40.913653
Q_00097,EX_WRI_ANI_E_083,Writing: Animals Easy #1,2024-03-20T19:18:03,2024-03-20T19:42:14.560000,1451.56,2024-03-20T19:18:00,2024-03-20T19:42:14.560000,writing,animals,fish,animals/fish.png,easy,spelling_choice,2024-03-20T19:42:05,2024-03-20T19:42:14.560000,9.56,fish,fish,1,1,0,,0,0,,0,SESS_USER_014_001,USER_014,1,web,2024-03-20T19:42:15.750790
Q_00098,EX_COM_BOD_H_010,Comprehension: Body Parts Hard #3,2024-04-27T17:18:40,2024-04-27T17:43:17.540000,1477.54,2024-04-27T17:18:30,2024-04-27T17:43:17.540000,comprehension,body_parts,tooth,body_parts/tooth.png,hard,word_to_pic,2024-04-27T17:43:00,2024-04-27T17:43:17.540000,17.54,eye,tooth,0,0,0,,0,0,,0,SESS_USER_036_001,USER_036,1,mobile,2024-04-27T17:43:18.148151
Q_00099,EX_WRI_CLO_E_084,Writing: Clothing Easy #1,2024-06-07T23:10:05,2024-06-07T23:34:46.020000,1481.02,2024-06-07T23:10:00,2024-06-07T23:34:46.020000,writing,clothing,shirt,clothing/shirt.png,easy,fill_in_blank,2024-06-07T23:34:38,2024-06-07T23:34:46.020000,8.02,shirt,shirt,1,1,0,,0,0,,0,SESS_USER_049_001,USER_049,1,web,2024-06-07T23:34:46.252212
Q_00100,EX_COM_FOO_H_055,Comprehension: Food Hard #2,2024-02-16T12:12:39,2024-02-16T12:37:48.850000,1509.85,2024-02-16T12:12:30,2024-02-16T12:37:48.850000,comprehension,food,cake,food/cake.png,hard,sentence_matching,2024-02-16T12:37:28,2024-02-16T12:37:48.850000,20.85,bread,cake,0,0,1,rhyming,3,1,22.14,2,SESS_USER_002_001,USER_002,1,web,2024-02-16T12:37:50.082825
Q_00101,EX_WRI_ANI_E_085,Writing: Animals Easy #2,2024-06-07T23:11:10,2024-06-07T23:36:17.420000,1507.42,2024-06-07T23:10:00,2024-06-07T23:36:17.420000,writing,animals,bird,animals/bird.png,easy,spelling_choice,2024-06-07T23:36:14,2024-06-07T23:36:17.420000,3.42,bird,bird,1,1,0,,0,0,,0,SESS_USER_049_001,USER_049,1,web,2024-06-07T23:36:18.359884
Q_00102,EX_COM_BOD_H_086,Comprehension: Body Parts Hard #3,2024-06-07T23:11:35,2024-06-07T23:37:17.310000,1542.31,2024-06-07T23:11:30,2024-06-07T23:37:17.310000,comprehension,body_parts,shoulder,body_parts/shoulder.png,hard,word_to_pic,2024-06-07T23:36:54,2024-06-07T23:37:17.310000,23.31,shoulder,shoulder,1,0,1,spelling,5,1,41.69,1,SESS_USER_049_001,USER_049,1,web,2024-06-07T23:37:17.514086
Q_00103,EX_WRI_CLO_E_087,Writing: Clothing Easy #2,2024-03-20T19:21:04,2024-03-20T19:46:49.400000,1545.4,2024-03-20T19:18:00,2024-03-20T19:46:49.400000,writing,clothing,scarf,clothing/scarf.png,easy,spelling_choice,2024-03-20T19:46:38,2024-03-20T19:46:49.400000,11.4,scarf,scarf,1,1,1,spelling,2,1,12.11,1,SESS_USER_014_001,USER_014,1,web,2024-03-20T19:46:50.561575
Q_00104,EX_COM_FOO_H_088,Comprehension: Food Hard #3,2024-12-25T16:08:30,2024-12-25T16:34:38.540000,1568.54,2024-12-25T16:08:30,2024-12-25T16:34:38.540000,comprehension,food,chicken,food/chicken.png,hard,word_to_pic,2024-12-25T16:34:20,2024-12-25T16:34:38.540000,18.54,chicken,chicken,1,1,1,written_initial,5,1,28.61,4,SESS_USER_023_001,USER_023,4,mobile,2024-12-25T16:34:39.856269
Q_00105,EX_WRI_ANI_E_089,Writing: Animals Easy #2,2024-06-15T11:43:09,2024-06-15T12:09:29.160000,1580.16,2024-06-15T11:43:00,2024-06-15T12:09:29.160000,writing,animals,chicken,animals/chicken.png,easy,spelling_choice,2024-06-15T12:09:11,2024-06-15T12:09:29.160000,18.16,sheep,chicken,0,0,1,rhyming,4,1,37.39,1,SESS_USER_026_002,USER_026,5,web,2024-06-15T12:09:30.677029
Q_00106,EX_COM_BOD_H_090,Comprehension: Body Parts Hard #2,2024-03-31T23:18:40,2024-03-31T23:45:19.120000,1599.12,2024-03-31T22:36:30,2024-03-31T23:45:19.120000,comprehension,body_parts,leg,body_parts/leg.png,hard,sentence_matching,2024-03-31T23:45:00,2024-03-31T23:45:19.120000,19.12,leg,leg,1,1,0,,0,0,,0,SESS_USER_011_001,USER_011,4,web,2024-03-31T23:45:21.040624
Q_00107,EX_WRI_CLO_E_091,Writing: Clothing Easy #2,2024-04-07T13:06:02,2024-04-07T13:33:55.620000,1673.62,2024-04-07T13:06:00,2024-04-07T13:33:55.620000,writing,clothing,glove,clothing/glove.png,easy,fill_in_blank,2024-04-07T13:32:35,2024-04-07T13:33:55.620000,80.62,glove,glove,1,1,1,modeling,6,1,9.14,6,SESS_USER_010_001,USER_010,5,mobile,2024-04-07T13:33:56.601511
Q_00108,EX_COM_FOO_H_092,Comprehension: Food Hard #2,2024-10-31T09:32:39,2024-10-31T09:59:41.660000,1622.66,2024-10-31T08:45:30,2024-10-31T09:59:41.660000,comprehension,food,juice,food/juice.png,hard,category_sorting,2024-10-31T09:59:25,2024-10-31T09:59:41.660000,16.66,salad,juice,0,0,0,,0,0,,0,SESS_USER_038_001,USER_038,4,mobile,2024-10-31T09:59:42.595549
Q_00109,EX_WRI_ANI_E_017,Writing: Animals Easy #2,2024-11-09T20:49:08,2024-11-09T21:16:20.340000,1632.34,2024-11-09T20:49:00,2024-11-09T21:16:20.340000,writing,animals,monkey,animals/monkey.png,easy,pic_to_word,2024-11-09T21:16:11,2024-11-09T21:16:20.340000,9.34,monkey,monkey,1,1,0,,0,0,,0,SESS_USER_020_001,USER_020,5,mobile,2024-11-09T21:16:21.298636
Q_00110,EX_COM_BOD_H_093,Comprehension: Body Parts Hard #3,2024-12-25T22:23:31,2024-12-25T22:51:21.560000,1670.56,2024-12-25T22:23:30,2024-12-25T22:51:21.560000,comprehension,body_parts,tooth,body_parts/tooth.png,hard,yes_no_question,2024-12-25T22:50:50,2024-12-25T22:51:21.560000,31.56,toe,tooth,0,0,1,modeling,6,1,54.27,4,SESS_USER_019_001,USER_019,1,web,2024-12-25T22:51:22.898491
Q_00111,EX_WRI_CLO_E_094,Writing: Clothing Easy #2,2024-08-30T21:52:00,2024-08-30T22:19:37.530000,1657.53,2024-08-30T21:11:00,2024-08-30T22:19:37.530000,writing,clothing,sweater,clothing/sweater.png,easy,pic_to_word,2024-08-30T22:19:35,2024-08-30T22:19:37.530000,2.53,sock,sweater,0,0,0,,0,0,,0,SESS_USER_033_001,USER_033,2,web,2024-08-30T22:19:37.790225
Q_00112,EX_COM_FOO_H_048,Comprehension: Food Hard #2,2024-04-11T10:02:34,2024-04-11T10:30:50.570000,1696.57,2024-04-11T10:02:30,2024-04-11T10:30:50.570000,comprehension,food,soup,food/soup.png,hard,sentence_matching,2024-04-11T10:30:24,2024-04-11T10:30:50.570000,26.57,carrot,soup,0,0,1,spelling,4,1,47.6,1,SESS_USER_046_001,USER_046,5,web,2024-04-11T10:30:51.305834
Q_00113,EX_WRI_ANI_E_095,Writing: Animals Easy #2,2024-06-07T12:47:04,2024-06-07T13:15:13.290000,1689.29,2024-06-07T12:47:00,2024-06-07T13:15:13.290000,writing,animals,zebra,animals/zebra.png,easy,fill_in_blank,2024-06-07T13:15:05,2024-06-07T13:15:13.290000,8.29,zebra,zebra,1,1,0,,0,0,,0,SESS_USER_044_001,USER_044,1,mobile,2024-06-07T13:15:15.131818
Q_00114,EX_COM_BOD_H_096,Comprehension: Body Parts Hard #2,2024-08-14T23:13:36,2024-08-14T23:43:41.210000,1805.21,2024-08-14T23:13:30,2024-08-14T23:43:41.210000,comprehension,body_parts,head,body_parts/head.png,hard,word_to_pic,2024-08-14T23:41:56,2024-08-14T23:43:41.210000,105.21,head,head,1,1,1,modeling,3,1,49.73,3,SESS_USER_042_001,USER_042,5,mobile,2024-08-14T23:43:42.885022
Q_00115,EX_WRI_CLO_E_097,Writing: Clothing Easy #3,2024-06-07T12:48:01,2024-06-07T13:16:47.150000,1726.15,2024-06-07T12:47:00,2024-06-07T13:16:47.150000,writing,clothing,shorts,clothing/shorts.png,easy,spelling_choice,2024-06-07T13:16:32,2024-06-07T13:16:47.150000,15.15,shorts,shorts,1,1,1,rhyming,3,1,57.12,2,SESS_USER_044_001,USER_044,1,mobile,2024-06-07T13:16:47.680432
Q_00116,EX_COM_FOO_H_098,Comprehension: Food Hard #1,2024-05-31T22:47:31,2024-05-31T23:16:37.970000,1746.97,2024-05-31T22:47:30,2024-05-31T23:16:37.970000,comprehension,food,cake,food/cake.png,hard,word_to_pic,2024-05-31T23:16:20,2024-05-31T23:16:37.970000,17.97,tomato,cake,0,0,0,,0,0,,0,SESS_USER_005_001,USER_005,2,mobile,2024-05-31T23:16:38.318993
Q_00117,EX_WRI_ANI_E_099,Writing: Animals Easy #1,2024-12-20T21:37:02,2024-12-20T22:06:10.840000,1748.84,2024-12-20T21:37:00,2024-12-20T22:06:10.840000,writing,animals,chicken,animals/chicken.png,easy,pic_to_word,2024-12-20T22:06:03,2024-12-20T22:06:10.840000,7.84,chicken,chicken,1,1,0,,0,0,,0,SESS_USER_012_001,USER_012,1,web,2024-12-20T22:06:12.782218
Q_00118,EX_COM_BOD_H_086,Comprehension: Body Parts Hard #3,2024-06-07T23:11:35,2024-06-07T23:41:08.860000,1773.86,2024-06-07T23:11:30,2024-06-07T23:41:08.860000,comprehension,body_parts,neck,body_parts/neck.png,hard,sentence_matching,2024-06-07T23:40:51,2024-06-07T23:41:08.860000,17.86,neck,neck,1,1,1,modeling,7,2,30.8,7,SESS_USER_049_001,USER_049,1,web,2024-06-07T23:41:09.658898
Q_00119,EX_WRI_CLO_E_058,Writing: Clothing Easy #2,2024-02-15T13:47:05,2024-02-15T14:16:54.880000,1789.88,2024-02-15T14:15:00,2024-02-15T14:16:54.880000,writing,clothing,skirt,clothing/skirt.png,easy,word_completion,2024-02-15T14:16:39,2024-02-15T14:16:54.880000,15.88,glove,skirt,0,0,0,,0,0,,0,SESS_USER_030_001,USER_030,4,mobile,2024-02-15T14:16:55.242957
Q_00120,EX_COM_FOO_H_100,Comprehension: Food Hard #3,2024-05-04T16:34:38,2024-05-04T17:05:05.390000,1827.39,2024-05-04T16:15:30,2024-05-04T17:05:05.390000,comprehension,food,egg,food/egg.png,hard,word_to_pic,2024-05-04T17:04:23,2024-05-04T17:05:05.390000,42.39,banana,egg,0,0,1,written_initial,4,1,54.79,2,SESS_USER_031_001,USER_031,3,mobile,2024-05-04T17:05:07.288185
Q_00121,EX_WRI_ANI_E_101,Writing: Animals Easy #4,2024-12-25T16:17:06,2024-12-25T16:47:18.860000,1812.86,2024-12-25T16:17:00,2024-12-25T16:47:18.860000,writing,animals,cat,animals/cat.png,easy,word_completion,2024-12-25T16:47:06,2024-12-25T16:47:18.860000,12.86,cat,cat,1,1,0,,0,0,,0,SESS_USER_023_001,USER_023,4,mobile,2024-12-25T16:47:19.672334
Q_00122,EX_COM_BOD_H_102,Comprehension: Body Parts Hard #3,2024-05-07T12:12:40,2024-05-07T12:43:15.650000,1835.65,2024-05-07T11:51:30,2024-05-07T12:43:15.650000,comprehension,body_parts,toe,body_parts/toe.png,hard,sentence_matching,2024-05-07T12:43:00,2024-05-07T12:43:15.650000,15.65,toe,toe,1,1,1,modeling,4,1,43.28,2,SESS_USER_007_001,USER_007,1,web,2024-05-07T12:43:16.641309
Q_00123,EX_WRI_CLO_E_103,Writing: Clothing Easy #1,2024-01-10T13:14:02,2024-01-10T13:45:02.520000,1860.52,2024-01-10T13:14:00,2024-01-10T13:45:02.520000,writing,clothing,cap,clothing/cap.png,easy,word_completion,2024-01-10T13:44:37,2024-01-10T13:45:02.520000,25.52,cap,cap,1,1,1,written_initial,1,1,7.63,1,SESS_USER_006_001,USER_006,2,mobile,2024-01-10T13:45:04.128408
