question_id,exercise_id,exercise_name,exercise_start_at_iso,exercise_end_at_iso,exercise_duration_seconds,module_start_at_iso,module_end_at_iso,module,category,item,item_image_filename,difficulty_label,question_type,presented_at_iso,response_at_iso,response_time_seconds,user_answer,correct_answer,correct,correct_before_cue,cue_given,cue_type,cue_stage,cue_sequence_number,cue_wait_seconds,hint_count,session_id,user_id,therapist_assigned_level,device_type,created_at_iso
Q_ANI_H_002,EX_W_ANI_H_002,Menulis - Haiwan Sukar,2024-03-23T19:56:09,2024-03-23T20:10:32.280000,863.28,2024-03-23T19:38:00,2024-03-23T20:10:32.280000,writing,animals,buaya,images/buaya.png,hard,pic_to_word,2024-03-23T20:10:09,2024-03-23T20:10:32.280000,23.28,buaya,buaya,1,1,0,,0,0,,0,SESS_USER_017_001,USER_017,5,web,2024-03-23T20:10:33.361592
Q_C_KK_E_005,EX_C_KK_E_005,Kefahaman - Kata Kerja Mudah,2024-09-17T15:07:38,2024-09-17T15:22:01.810000,863.81,2024-05-15T14:36:30,2024-09-17T15:22:01.810000,comprehension,verbs,images/berdiri.png,Perbuatan tegak di atas kaki.,easy,word_to_pic,2024-09-17T15:21:58,2024-09-17T15:22:01.810000,3.81,images/berdiri.png,images/berdiri.png,1,1,0,,0,0,,0,SESS_USER_016_001,USER_016,2,web,2024-09-17T15:22:02.814577
Q_BADAN_M_004,EX_W_BADAN_M_004,Menulis - Anggota Badan Sederhana,2024-05-15T14:33:04,2024-05-15T14:47:57.660000,893.66,2024-09-21T15:10:00,2024-05-15T14:47:57.660000,writing,body_parts,bahu,images/bahu.png,medium,pic_to_word,2024-05-15T14:47:37,2024-05-15T14:47:57.660000,20.66,bahu,bahu,1,1,1,phonemic,2,1,21.84,2,SESS_USER_029_001,USER_029,2,mobile,2024-05-15T14:47:58.811599
Q_C_BODY_H_001,EX_C_BODY_H_001,Kefahaman - Badan Sukar,2024-10-03T08:51:35,2024-10-03T09:06:43.170000,908.17,2024-10-03T08:45:30,2024-10-03T09:06:43.170000,comprehension,body_parts,images/jantung.png,Organ dalaman yang mengepam darah ke seluruh badan.,hard,word_to_pic,2024-10-03T09:06:22,2024-10-03T09:06:43.170000,21.17,images/jantung.png,images/jantung.png,1,1,0,,0,0,,0,SESS_USER_048_001,USER_048,4,web,2024-10-03T09:06:43.708022
Q_FOOD_M_004,EX_W_FOOD_M_004,Menulis - Makanan Sederhana,2024-03-02T20:04:02,2024-03-02T20:19:31.110000,929.11,2024-03-02T20:04:00,2024-03-02T20:19:31.110000,writing,food,mee,images/mee.png,medium,pic_to_word,2024-03-02T20:19:02,2024-03-02T20:19:31.110000,29.11,nasi lemak,mee,0,0,1,written_initial,6,1,37.43,5,SESS_USER_021_001,USER_021,2,mobile,2024-03-02T20:19:32.791994
Q_C_ANI_E_003,EX_C_ANI_E_003,Kefahaman - Haiwan Mudah,2024-06-03T09:15:38,2024-06-03T09:31:11.810000,933.81,2024-06-03T09:15:30,2024-06-03T09:31:11.810000,comprehension,animals,images/ikan.png,Haiwan ini hidup di dalam air.,easy,word_to_pic,2024-06-03T09:30:58,2024-06-03T09:31:11.810000,13.81,images/ikan.png,images/ikan.png,1,1,1,functional,5,1,21.07,2,SESS_USER_012_001,USER_012,1,web,2024-06-03T09:31:13.560076
Q_KK_H_005,EX_W_KK_H_005,Menulis - Kata Kerja Sukar,2024-10-20T13:01:07,2024-10-20T13:16:51.170000,944.17,2024-10-20T13:01:00,2024-10-20T13:16:51.170000,writing,verbs,memasak,images/memasak.png,hard,pic_to_word,2024-10-20T13:16:37,2024-10-20T13:16:51.170000,14.17,memasak,memasak,1,1,1,functional,3,1,56.76,2,SESS_USER_001_001,USER_001,1,web,2024-10-20T13:16:52.832020
Q_C_BODY_M_004,EX_C_BODY_M_004,Kefahaman - Badan Sederhana,2024-09-16T17:13:32,2024-09-16T17:29:44.990000,972.99,2024-07-16T14:38:30,2024-09-16T17:29:44.990000,comprehension,body_parts,images/perut.png,Bahagian badan di bawah dada.,medium,word_to_pic,2024-09-16T17:29:21,2024-09-16T17:29:44.990000,23.99,images/perut.png,images/perut.png,1,1,0,,0,0,,0,SESS_USER_005_001,USER_005,2,mobile,2024-09-16T17:29:46.893339
Q_ANI_H_001,EX_W_ANI_H_001,Menulis - Haiwan Sukar,2024-05-15T14:40:06,2024-05-15T14:56:13.820000,967.82,2024-05-15T14:40:00,2024-05-15T14:56:13.820000,writing,animals,belalang,images/belalang.png,hard,pic_to_word,2024-05-15T14:56:07,2024-05-15T14:56:13.820000,6.82,belibis,belalang,0,0,0,,0,0,,0,SESS_USER_016_001,USER_016,2,web,2024-05-15T14:56:15.393818
Q_C_BODY_H_005,EX_C_BODY_H_005,Kefahaman - Badan Sukar,2024-09-21T15:39:39,2024-09-21T15:56:05.770000,986.77,2024-09-21T15:39:30,2024-09-21T15:56:05.770000,comprehension,body_parts,images/perut.png,Organ dalaman yang mencerna makanan dan mengandungi asid gastrik.,hard,word_to_pic,2024-09-21T15:55:58,2024-09-21T15:56:05.770000,7.77,images/perut.png,images/perut.png,1,1,0,,0,0,,0,SESS_USER_029_001,USER_029,2,mobile,2024-09-21T15:56:05.984438
Q_ANI_H_004,EX_W_ANI_H_004,Menulis - Haiwan Sukar,2024-10-21T15:03:03,2024-10-21T15:19:58.490000,1015.49,2024-10-21T15:03:00,2024-10-21T15:19:58.490000,writing,animals,belibis,images/belibis.png,hard,pic_to_word,2024-10-21T15:19:33,2024-10-21T15:19:58.490000,25.49,belibis,belibis,1,1,1,rhyming,2,1,35.36,1,SESS_USER_049_001,USER_049,1,web,2024-10-21T15:19:59.366183
Q_C_BODY_E_002,EX_C_BODY_E_002,Kefahaman - Badan Mudah,2024-09-17T15:27:38,2024-09-17T15:44:48.930000,1030.93,2024-05-04T20:49:30,2024-09-17T15:44:48.930000,comprehension,body_parts,images/kaki.png,Anggota badan yang digunakan untuk berjalan atau berlari.,easy,word_to_pic,2024-09-17T15:44:24,2024-09-17T15:44:48.930000,24.93,images/kaki.png,images/kaki.png,1,1,1,phonemic,7,2,29.97,6,SESS_USER_031_001,USER_031,3,mobile,2024-09-17T15:44:50.785431
Q_FOOD_M_004,EX_W_FOOD_M_004,Menulis - Makanan Sederhana,2024-03-02T20:04:02,2024-03-02T20:21:18.860000,1036.86,2024-09-16T17:46:00,2024-03-02T20:21:18.860000,writing,food,mee,images/mee.png,medium,pic_to_word,2024-03-02T20:21:02,2024-03-02T20:21:18.860000,16.86,mee,mee,1,1,0,,0,0,,0,SESS_USER_041_001,USER_041,3,web,2024-03-02T20:21:19.994669
Q_C_KK_E_004,EX_C_KK_E_004,Kefahaman - Kata Kerja Mudah,2024-03-22T21:18:31,2024-03-22T21:36:10.040000,1059.04,2024-03-22T21:18:30,2024-03-22T21:36:10.040000,comprehension,verbs,images/duduk.png,Perbuatan melabuhkan badan di kerusi atau lantai.,easy,word_to_pic,2024-03-22T21:35:49,2024-03-22T21:36:10.040000,21.04,images/duduk.png,images/duduk.png,1,1,1,sentence_completion,6,1,50.33,3,SESS_USER_018_001,USER_018,5,mobile,2024-03-22T21:36:10.376272
Q_FOOD_E_004,EX_W_FOOD_E_004,Menulis - Makanan Mudah,2024-11-24T16:38:10,2024-11-24T16:55:47.640000,1057.64,2024-07-25T13:07:00,2024-11-24T16:55:47.640000,writing,food,air,images/air.png,easy,pic_to_word,2024-11-24T16:55:44,2024-11-24T16:55:47.640000,3.64,air,air,1,1,0,,0,0,,0,SESS_USER_045_001,USER_045,4,mobile,2024-11-24T16:55:47.815735
Q_C_BODY_M_005,EX_C_BODY_M_005,Kefahaman - Badan Sederhana,2024-03-02T20:09:30,2024-03-02T20:27:45.430000,1095.43,2024-03-02T20:09:30,2024-03-02T20:27:45.430000,comprehension,body_parts,images/bahu.png,Bahagian badan di atas lengan.,medium,word_to_pic,2024-03-02T20:27:20,2024-03-02T20:27:45.430000,25.43,images/hidung.png,images/bahu.png,0,0,1,modeling,7,1,36.64,1,SESS_USER_021_001,USER_021,2,mobile,2024-03-02T20:27:47.090700
Q_ANI_M_005,EX_W_ANI_M_005,Menulis - Haiwan Sederhana,2024-10-21T15:06:08,2024-10-21T15:24:44.420000,1116.42,2024-10-21T15:03:00,2024-10-21T15:24:44.420000,writing,animals,gajah,images/gajah.png,medium,pic_to_word,2024-10-21T15:24:09,2024-10-21T15:24:44.420000,35.42,rusa,gajah,0,0,0,,0,0,,0,SESS_USER_049_001,USER_049,1,web,2024-10-21T15:24:46.414196
Q_C_BODY_E_001,EX_C_BODY_E_001,Kefahaman - Badan Mudah,2024-09-17T15:25:36,2024-09-17T15:43:59.800000,1103.8,2024-02-24T14:59:30,2024-09-17T15:43:59.800000,comprehension,body_parts,images/tangan.png,Anggota badan yang digunakan untuk memegang atau menulis.,easy,word_to_pic,2024-09-17T15:43:53,2024-09-17T15:43:59.800000,6.8,images/tangan.png,images/tangan.png,1,1,0,,0,0,,0,SESS_USER_032_001,USER_032,3,web,2024-09-17T15:44:01.173254
Q_ANI_E_002,EX_W_ANI_E_002,Menulis - Haiwan Mudah,2024-01-13T11:24:04,2024-01-13T11:42:59.050000,1135.05,2024-01-13T11:24:00,2024-01-13T11:42:59.050000,writing,animals,anjing,images/anjing.png,easy,pic_to_word,2024-01-13T11:42:38,2024-01-13T11:42:59.050000,21.05,anjing,anjing,1,1,0,,0,0,,0,SESS_USER_027_001,USER_027,3,mobile,2024-01-13T11:42:59.219725
Q_C_KK_E_004,EX_C_KK_E_004,Kefahaman - Kata Kerja Mudah,2024-03-22T21:18:31,2024-03-22T21:37:33.700000,1142.7,2024-03-23T20:05:30,2024-03-22T21:37:33.700000,comprehension,verbs,images/duduk.png,Perbuatan melabuhkan badan di kerusi atau lantai.,easy,word_to_pic,2024-03-22T21:37:20,2024-03-22T21:37:33.700000,13.7,images/duduk.png,images/duduk.png,1,1,0,,0,0,,0,SESS_USER_017_001,USER_017,5,web,2024-03-22T21:37:35.367362
Q_ANI_E_005,EX_W_ANI_E_005,Menulis - Haiwan Mudah,2024-09-16T12:58:06,2024-09-16T13:17:30.910000,1164.91,2024-01-08T10:37:00,2024-09-16T13:17:30.910000,writing,animals,burung,images/burung.png,easy,pic_to_word,2024-09-16T13:17:06,2024-09-16T13:17:30.910000,24.91,burung,burung,1,1,1,sentence_completion,7,1,32.42,4,SESS_USER_035_001,USER_035,3,mobile,2024-09-16T13:17:31.396761
Q_C_FOOD_E_004,EX_C_FOOD_E_004,Kefahaman - Makanan Mudah,2024-08-12T23:22:37,2024-08-12T23:42:05.990000,1168.99,2024-08-12T23:22:30,2024-08-12T23:42:05.990000,comprehension,food,images/air.png,Minuman paling asas untuk hilangkan dahaga.,easy,word_to_pic,2024-08-12T23:41:52,2024-08-12T23:42:05.990000,13.99,images/air.png,images/air.png,1,0,1,sentence_completion,7,1,18.16,2,SESS_USER_019_001,USER_019,1,web,2024-08-12T23:42:07.139278
Q_FOOD_M_001,EX_W_FOOD_M_001,Menulis - Makanan Sederhana,2024-05-30T14:49:01,2024-05-30T15:09:26.810000,1225.81,2024-05-30T14:11:00,2024-05-30T15:09:26.810000,writing,food,telur,images/telur.png,medium,pic_to_word,2024-05-30T15:08:36,2024-05-30T15:09:26.810000,50.81,telur,telur,1,1,0,,0,0,,0,SESS_USER_008_001,USER_008,5,mobile,2024-05-30T15:09:27.464537
Q_C_BODY_E_003,EX_C_BODY_E_003,Kefahaman - Badan Mudah,2024-01-13T11:26:37,2024-01-13T11:46:36.740000,1199.74,2024-01-13T11:26:30,2024-01-13T11:46:36.740000,comprehension,body_parts,images/mata.png,Anggota badan untuk melihat.,easy,word_to_pic,2024-01-13T11:46:22,2024-01-13T11:46:36.740000,14.74,images/mata.png,images/mata.png,1,1,1,spelling,2,1,55.7,1,SESS_USER_027_001,USER_027,3,mobile,2024-01-13T11:46:37.364870
Q_ANI_M_005,EX_W_ANI_M_005,Menulis - Haiwan Sederhana,2024-10-21T15:06:08,2024-10-21T15:26:29.420000,1221.42,2024-01-13T11:27:00,2024-10-21T15:26:29.420000,writing,animals,gajah,images/gajah.png,medium,pic_to_word,2024-10-21T15:26:08,2024-10-21T15:26:29.420000,21.42,gajah,gajah,1,1,0,,0,0,,0,SESS_USER_027_001,USER_027,3,mobile,2024-10-21T15:26:30.057394
Q_C_FOOD_E_002,EX_C_FOOD_E_002,Kefahaman - Makanan Mudah,2024-05-26T15:01:40,2024-05-26T15:22:00,1220.0,2024-05-15T08:46:30,2024-05-26T15:22:00,comprehension,food,images/roti.png,Makanan yang biasa dimakan semasa sarapan.,easy,word_to_pic,2024-05-26T15:21:58,2024-05-26T15:22:00,2.0,mee goreng,images/roti.png,0,0,0,,0,0,,0,SESS_USER_038_001,USER_038,4,mobile,2024-05-26T15:22:01.123303
Q_BADAN_H_003,EX_W_BADAN_H_003,Menulis - Anggota Badan Sukar,2024-10-21T15:11:07,2024-10-21T15:31:47.950000,1240.95,2024-10-21T15:03:00,2024-10-21T15:31:47.950000,writing,body_parts,tulang,images/tulang.png,hard,pic_to_word,2024-10-21T15:31:42,2024-10-21T15:31:47.950000,5.95,dada,tulang,0,0,0,,0,0,,0,SESS_USER_049_001,USER_049,1,web,2024-10-21T15:31:48.503731
Q_C_KK_E_003,EX_C_KK_E_003,Kefahaman - Kata Kerja Mudah,2024-06-06T11:17:40,2024-06-06T11:38:35.390000,1255.39,2024-03-24T12:30:30,2024-06-06T11:38:35.390000,comprehension,verbs,images/tidur.png,Perbuatan merehatkan badan dan pejam mata.,easy,word_to_pic,2024-06-06T11:38:28,2024-06-06T11:38:35.390000,7.39,images/tidur.png,images/tidur.png,1,1,0,,0,0,,0,SESS_USER_050_001,USER_050,5,mobile,2024-06-06T11:38:36.223550
Q_FOOD_H_002,EX_W_FOOD_H_002,Menulis - Makanan Sukar,2024-09-17T15:14:01,2024-09-17T15:35:22.100000,1281.1,2024-02-20T09:07:00,2024-09-17T15:35:22.100000,writing,food,mee goreng,images/mee_goreng.png,hard,pic_to_word,2024-09-17T15:35:04,2024-09-17T15:35:22.100000,18.1,mee goreng,mee goreng,1,1,1,sentence_completion,5,1,23.26,1,SESS_USER_042_001,USER_042,5,mobile,2024-09-17T15:35:22.389452
Q_C_BODY_H_002,EX_C_BODY_H_002,Kefahaman - Badan Sukar,2024-01-13T10:58:35,2024-01-13T11:20:12.190000,1297.19,2024-03-14T15:37:30,2024-01-13T11:20:12.190000,comprehension,body_parts,images/paru.png,Organ dalaman untuk bernafas dan menukar oksigen.,hard,word_to_pic,2024-01-13T11:19:53,2024-01-13T11:20:12.190000,19.19,images/paru.png,images/paru.png,1,1,0,,0,0,,0,SESS_USER_047_001,USER_047,1,web,2024-01-13T11:20:13.774898
Q_FOOD_E_004,EX_W_FOOD_E_004,Menulis - Makanan Mudah,2024-11-24T16:38:10,2024-11-24T17:00:31.280000,1341.28,2024-12-20T15:24:00,2024-11-24T17:00:31.280000,writing,food,air,images/air.png,easy,pic_to_word,2024-11-24T16:59:45,2024-11-24T17:00:31.280000,46.28,air,air,1,1,1,phonemic,7,1,34.35,3,SESS_USER_040_001,USER_040,3,web,2024-11-24T17:00:32.745563
Q_C_BODY_E_004,EX_C_BODY_E_004,Kefahaman - Badan Mudah,2024-02-04T22:05:35,2024-02-04T22:27:23,1308.0,2024-02-05T12:23:30,2024-02-04T22:27:23,comprehension,body_parts,images/hidung.png,Anggota badan untuk menghidup bau dan bernafas.,easy,word_to_pic,2024-02-04T22:27:21,2024-02-04T22:27:23,2.0,images/hidung.png,images/hidung.png,1,1,0,,0,0,,0,SESS_USER_035_002,USER_035,3,mobile,2024-02-04T22:27:24.518856
Q_BADAN_H_001,EX_W_BADAN_H_001,Menulis - Anggota Badan Sukar,2024-06-30T21:19:01,2024-06-30T21:41:33.950000,1352.95,2024-06-30T20:46:00,2024-06-30T21:41:33.950000,writing,body_parts,pergelangan,images/pergelangan.png,hard,pic_to_word,2024-06-30T21:41:03,2024-06-30T21:41:33.950000,30.95,perut,pergelangan,0,0,1,functional,1,1,22.84,1,SESS_USER_007_001,USER_007,1,web,2024-06-30T21:41:34.868305
Q_C_KK_E_001,EX_C_KK_E_001,Kefahaman - Kata Kerja Mudah,2024-02-20T08:29:35,2024-02-20T08:52:21.070000,1366.07,2024-02-21T10:18:30,2024-02-20T08:52:21.070000,comprehension,verbs,images/makan.png,Perbuatan memasukkan makanan ke dalam mulut.,easy,word_to_pic,2024-02-20T08:51:51,2024-02-20T08:52:21.070000,30.07,images/makan.png,images/makan.png,1,1,1,sentence_completion,7,1,26.04,6,SESS_USER_037_001,USER_037,1,web,2024-02-20T08:52:22.115568
Q_KK_M_001,EX_W_KK_M_001,Menulis - Kata Kerja Sederhana,2024-02-04T22:47:04,2024-02-04T23:09:50.320000,1366.32,2024-02-04T22:47:00,2024-02-04T23:09:50.320000,writing,verbs,berjalan,images/berjalan.png,medium,pic_to_word,2024-02-04T23:09:36,2024-02-04T23:09:50.320000,14.32,berjalan,berjalan,1,0,1,modeling,4,1,54.57,2,SESS_USER_015_001,USER_015,2,mobile,2024-02-04T23:09:52.296538
Q_C_BODY_H_002,EX_C_BODY_H_002,Kefahaman - Badan Sukar,2024-01-13T10:58:35,2024-01-13T11:21:45.960000,1390.96,2024-04-03T13:14:30,2024-01-13T11:21:45.960000,comprehension,body_parts,images/paru.png,Organ dalaman untuk bernafas dan menukar oksigen.,hard,word_to_pic,2024-01-13T11:21:23,2024-01-13T11:21:45.960000,22.96,images/paru.png,images/paru.png,1,1,1,spelling,7,3,31.58,2,SESS_USER_028_001,USER_028,1,web,2024-01-13T11:21:47.146653
Q_FOOD_E_001,EX_W_FOOD_E_001,Menulis - Makanan Mudah,2024-07-25T13:18:10,2024-07-25T13:41:19.670000,1389.67,2024-07-25T13:07:00,2024-07-25T13:41:19.670000,writing,food,nasi,images/nasi.png,easy,pic_to_word,2024-07-25T13:41:15,2024-07-25T13:41:19.670000,4.67,nasi,nasi,1,1,0,,0,0,,0,SESS_USER_045_001,USER_045,4,web,2024-07-25T13:41:21.248792
Q_C_ANI_E_002,EX_C_ANI_E_002,Kefahaman - Haiwan Mudah,2024-08-12T23:30:33,2024-08-12T23:53:56.600000,1403.6,2024-08-12T23:22:30,2024-08-12T23:53:56.600000,comprehension,animals,images/anjing.png,Haiwan ini menyalak dan menjaga rumah.,easy,word_to_pic,2024-08-12T23:53:53,2024-08-12T23:53:56.600000,3.6,images/anjing.png,images/anjing.png,1,1,0,,0,0,,0,SESS_USER_019_001,USER_019,1,web,2024-08-12T23:53:57.061251
Q_FOOD_E_002,EX_W_FOOD_E_002,Menulis - Makanan Mudah,2024-10-21T15:17:10,2024-10-21T15:40:44.860000,1414.86,2024-10-21T15:03:00,2024-10-21T15:40:44.860000,writing,food,roti,images/roti.png,easy,pic_to_word,2024-10-21T15:40:40,2024-10-21T15:40:44.860000,4.86,roti,roti,1,1,0,,0,0,,0,SESS_USER_049_001,USER_049,1,web,2024-10-21T15:40:46.676467
Q_C_BODY_E_005,EX_C_BODY_E_005,Kefahaman - Badan Mudah,2024-09-16T13:29:30,2024-09-16T13:53:25.950000,1435.95,2024-09-16T13:29:30,2024-09-16T13:53:25.950000,comprehension,body_parts,images/mulut.png,Anggota badan untuk makan dan bercakap.,easy,word_to_pic,2024-09-16T13:53:15,2024-09-16T13:53:25.950000,10.95,images/mulut.png,images/mulut.png,1,1,0,,0,0,,0,SESS_USER_020_001,USER_020,5,mobile,2024-09-16T13:53:27.778293
Q_KK_E_005,EX_W_KK_E_005,Menulis - Kata Kerja Mudah,2024-01-13T11:35:02,2024-01-13T11:59:12.030000,1450.03,2024-01-13T11:27:00,2024-01-13T11:59:12.030000,writing,verbs,berdiri,images/berdiri.png,easy,pic_to_word,2024-01-13T11:59:04,2024-01-13T11:59:12.030000,8.03,cuci,berdiri,0,0,0,,0,0,,0,SESS_USER_027_001,USER_027,3,mobile,2024-01-13T11:59:13.138620
Q_C_BODY_H_002,EX_C_BODY_H_002,Kefahaman - Badan Sukar,2024-01-13T10:58:35,2024-01-13T11:23:25.780000,1490.78,2024-03-23T20:05:30,2024-01-13T11:23:25.780000,comprehension,body_parts,images/paru.png,Organ dalaman untuk bernafas dan menukar oksigen.,hard,word_to_pic,2024-01-13T11:22:52,2024-01-13T11:23:25.780000,33.78,pergelangan,images/paru.png,0,0,0,,0,0,,0,SESS_USER_017_001,USER_017,5,web,2024-01-13T11:23:27.298463
Q_FOOD_H_003,EX_W_FOOD_H_003,Menulis - Makanan Sukar,2024-03-22T20:56:01,2024-03-22T21:21:09.780000,1508.78,2024-05-26T15:33:00,2024-03-22T21:21:09.780000,writing,food,roti canai,images/roti_canai.png,hard,pic_to_word,2024-03-22T21:20:35,2024-03-22T21:21:09.780000,34.78,teh tarik,roti canai,0,0,1,modeling,6,2,44.83,4,SESS_USER_030_001,USER_030,4,mobile,2024-03-22T21:21:10.574973
Q_C_BODY_H_005,EX_C_BODY_H_005,Kefahaman - Badan Sukar,2024-09-21T15:39:39,2024-09-21T16:05:03.040000,1524.04,2024-02-05T12:23:30,2024-09-21T16:05:03.040000,comprehension,body_parts,images/perut.png,Organ dalaman yang mencerna makanan dan mengandungi asid gastrik.,hard,word_to_pic,2024-09-21T16:04:25,2024-09-21T16:05:03.040000,38.04,images/perut.png,images/perut.png,1,0,1,written_initial,5,1,25.96,3,SESS_USER_035_002,USER_035,3,mobile,2024-09-21T16:05:04.035806
Q_BADAN_M_005,EX_W_BADAN_M_005,Menulis - Anggota Badan Sederhana,2024-05-13T14:43:03,2024-05-13T15:08:23.060000,1520.06,2024-06-16T23:29:00,2024-05-13T15:08:23.060000,writing,body_parts,jari,images/jari.png,medium,pic_to_word,2024-05-13T15:08:08,2024-05-13T15:08:23.060000,15.06,jari,jari,1,1,1,modeling,4,2,55.02,3,SESS_USER_036_001,USER_036,1,mobile,2024-05-13T15:08:23.935762
Q_C_ANI_E_005,EX_C_ANI_E_005,Kefahaman - Haiwan Mudah,2024-05-15T08:19:39,2024-05-15T08:45:05.480000,1526.48,2024-06-04T15:57:30,2024-05-15T08:45:05.480000,comprehension,animals,images/burung.png,Haiwan ini terbang dan berkicau.,easy,word_to_pic,2024-05-15T08:44:59,2024-05-15T08:45:05.480000,6.48,belibis,images/burung.png,0,0,1,rhyming,4,1,29.95,4,SESS_USER_003_001,USER_003,3,mobile,2024-05-15T08:45:05.873594
Q_FOOD_E_002,EX_W_FOOD_E_002,Menulis - Makanan Mudah,2024-10-21T15:17:10,2024-10-21T15:42:49.170000,1539.17,2024-02-24T15:14:00,2024-10-21T15:42:49.170000,writing,food,roti,images/roti.png,easy,pic_to_word,2024-10-21T15:42:45,2024-10-21T15:42:49.170000,4.17,roti,roti,1,1,0,,0,0,,0,SESS_USER_032_001,USER_032,3,web,2024-10-21T15:42:49.974007
Q_C_BODY_E_001,EX_C_BODY_E_001,Kefahaman - Badan Mudah,2024-09-17T15:25:36,2024-09-17T15:51:38.840000,1562.84,2024-05-15T14:59:30,2024-09-17T15:51:38.840000,comprehension,body_parts,images/tangan.png,Anggota badan yang digunakan untuk memegang atau menulis.,easy,word_to_pic,2024-09-17T15:51:23,2024-09-17T15:51:38.840000,15.84,images/tangan.png,images/tangan.png,1,1,1,sentence_completion,6,1,24.73,4,SESS_USER_016_001,USER_016,2,web,2024-09-17T15:51:39.300636
Q_ANI_E_005,EX_W_ANI_E_005,Menulis - Haiwan Mudah,2024-09-16T12:58:06,2024-09-16T13:24:33.890000,1587.89,2024-05-26T15:33:00,2024-09-16T13:24:33.890000,writing,animals,burung,images/burung.png,easy,pic_to_word,2024-09-16T13:24:07,2024-09-16T13:24:33.890000,26.89,burung,burung,1,1,1,functional,1,2,48.27,1,SESS_USER_030_001,USER_030,4,mobile,2024-09-16T13:24:35.485258
Q_C_FOOD_E_004,EX_C_FOOD_E_004,Kefahaman - Makanan Mudah,2024-08-12T23:22:37,2024-08-12T23:48:58.860000,1581.86,2024-10-21T15:22:30,2024-08-12T23:48:58.860000,comprehension,food,images/air.png,Minuman paling asas untuk hilangkan dahaga.,easy,word_to_pic,2024-08-12T23:48:53,2024-08-12T23:48:58.860000,5.86,ayam,images/air.png,0,0,0,,0,0,,0,SESS_USER_049_001,USER_049,1,web,2024-08-12T23:48:59.584263
Q_BADAN_M_001,EX_W_BADAN_M_001,Menulis - Anggota Badan Sederhana,2024-03-15T11:27:04,2024-03-15T11:53:48.410000,1604.41,2024-03-15T11:27:00,2024-03-15T11:53:48.410000,writing,body_parts,hidung,images/hidung.png,medium,pic_to_word,2024-03-15T11:53:34,2024-03-15T11:53:48.410000,14.41,hidung,hidung,1,1,0,,0,0,,0,SESS_USER_039_002,USER_039,1,web,2024-03-15T11:53:48.760426
Q_C_BODY_H_005,EX_C_BODY_H_005,Kefahaman - Badan Sukar,2024-09-21T15:39:39,2024-09-21T16:06:52.420000,1633.42,2024-05-15T14:59:30,2024-09-21T16:06:52.420000,comprehension,body_parts,images/perut.png,Organ dalaman yang mencerna makanan dan mengandungi asid gastrik.,hard,word_to_pic,2024-09-21T16:06:29,2024-09-21T16:06:52.420000,23.42,images/perut.png,images/perut.png,1,1,1,rhyming,6,2,28.15,1,SESS_USER_016_001,USER_016,2,web,2024-09-21T16:06:52.640760
Q_ANI_E_005,EX_W_ANI_E_005,Menulis - Haiwan Mudah,2024-09-16T12:58:06,2024-09-16T13:25:15.750000,1629.75,2024-06-06T11:57:00,2024-09-16T13:25:15.750000,writing,animals,burung,images/burung.png,easy,pic_to_word,2024-09-16T13:25:09,2024-09-16T13:25:15.750000,6.75,burung,burung,1,1,1,sentence_completion,1,3,45.0,1,SESS_USER_024_001,USER_024,2,web,2024-09-16T13:25:17.072347
Q_C_ANI_E_002,EX_C_ANI_E_002,Kefahaman - Haiwan Mudah,2024-08-12T23:30:33,2024-08-12T23:58:05.430000,1652.43,2024-05-04T20:49:30,2024-08-12T23:58:05.430000,comprehension,animals,images/anjing.png,Haiwan ini menyalak dan menjaga rumah.,easy,word_to_pic,2024-08-12T23:57:53,2024-08-12T23:58:05.430000,12.43,images/anjing.png,images/anjing.png,1,1,0,,0,0,,0,SESS_USER_031_001,USER_031,3,mobile,2024-08-12T23:58:07.258432
Q_FOOD_H_005,EX_W_FOOD_H_005,Menulis - Makanan Sukar,2024-06-06T11:05:03,2024-06-06T11:32:46.490000,1663.49,2024-06-13T18:04:00,2024-06-06T11:32:46.490000,writing,food,kuih lapis,images/kuih_lapis.png,hard,pic_to_word,2024-06-06T11:32:36,2024-06-06T11:32:46.490000,10.49,kuih lapis,kuih lapis,1,1,1,phonemic,5,1,35.16,3,SESS_USER_006_001,USER_006,2,mobile,2024-06-06T11:32:48.479793
Q_C_BODY_M_004,EX_C_BODY_M_004,Kefahaman - Badan Sederhana,2024-09-16T17:13:32,2024-09-16T17:41:32.400000,1680.4,2024-05-26T15:39:30,2024-09-16T17:41:32.400000,comprehension,body_parts,images/perut.png,Bahagian badan di bawah dada.,medium,word_to_pic,2024-09-16T17:41:18,2024-09-16T17:41:32.400000,14.4,images/perut.png,images/perut.png,1,0,1,functional,7,2,41.01,7,SESS_USER_030_001,USER_030,4,web,2024-09-16T17:41:33.317133
Q_ANI_H_003,EX_W_ANI_H_003,Menulis - Haiwan Sukar,2024-10-22T11:30:00,2024-10-22T11:58:13.940000,1693.94,2024-08-20T15:22:00,2024-10-22T11:58:13.940000,writing,animals,penyu,images/penyu.png,hard,pic_to_word,2024-10-22T11:58:02,2024-10-22T11:58:13.940000,11.94,penyu,penyu,1,1,0,,0,0,,0,SESS_USER_022_001,USER_022,5,mobile,2024-10-22T11:58:15.303705
